site,date_time.x,date_sampled,time_sampled,tag_no,bag_no,gps_id,collected_by,basket_no,date_CBASS,depth_ft,camera_id,note,...13,date_time_min,time,lat,lon,date_time.y,date
MooreaFunDive,2024-10-26T23:07:00Z,20241026,13:07:00,42,37,Shedd3,SM,61,20241027,3,SM,NA,NA,2024-10-26 13:07,2024-10-26T23:07:58Z,-17.504044733941555,-149.91692748852074,2024-10-26T23:07:58Z,2024-10-26
MooreaFunDive,2024-10-26T23:13:00Z,20241026,13:13:00,80,24,Shedd3,SM,171,20241027,3,SM,NA,NA,2024-10-26 13:13,2024-10-26T23:13:56Z,-17.504045153036714,-149.91680829785764,2024-10-26T23:13:56Z,2024-10-26
MooreaFunDive,2024-10-26T23:19:00Z,20241026,13:19:00,41,25,Shedd3,SM,50,20241027,3,SM,NA,NA,2024-10-26 13:19,2024-10-26T23:19:47Z,-17.50421153381467,-149.91704944521186,2024-10-26T23:19:47Z,2024-10-26
MooreaFunDive,2024-10-26T23:26:00Z,20241026,13:26:00,77,5,Shedd3,SM,44,20241027,2,SM,NA,NA,2024-10-26 13:26,2024-10-26T23:26:48Z,-17.50400978140533,-149.91722194477916,2024-10-26T23:26:48Z,2024-10-26
MooreaFunDive,2024-10-26T22:22:00Z,20241026,12:22:00,82,13,Shedd2,RC,21,20241027,5,cunning2,NA,NA,2024-10-26 12:22,2024-10-26T22:22:37Z,-17.50353385694325,-149.91717534139752,2024-10-26T22:22:37Z,2024-10-26
MooreaFunDive,2024-10-26T22:27:00Z,20241026,12:27:00,89,14,Shedd2,RC,42,20241027,3,cunning2,NA,NA,2024-10-26 12:27,2024-10-26T22:27:47Z,-17.503553722053766,-149.91719814017415,2024-10-26T22:27:47Z,2024-10-26
MooreaFunDive,2024-10-26T22:33:00Z,20241026,12:33:00,88,46,Shedd2,RC,30,20241027,3,cunning2,NA,NA,2024-10-26 12:33,2024-10-26T22:33:46Z,-17.503754468634725,-149.9172093719244,2024-10-26T22:33:46Z,2024-10-26
MooreaFunDive,2024-10-26T22:37:00Z,20241026,12:37:00,100,15,Shedd2,RC,93,20241027,3,cunning2,NA,NA,2024-10-26 12:37,2024-10-26T22:37:52Z,-17.50381045974791,-149.91716486401856,2024-10-26T22:37:52Z,2024-10-26
MooreaFunDive,2024-10-26T22:42:00Z,20241026,12:42:00,84,16,Shedd2,RC,47,20241027,3,cunning2,NA,NA,2024-10-26 12:42,2024-10-26T22:42:58Z,-17.50386670231819,-149.91721549071372,2024-10-26T22:42:58Z,2024-10-26
MooreaFunDive,2024-10-26T22:49:00Z,20241026,12:49:00,87,17,Shedd2,RC,95,20241027,3,cunning2,NA,NA,2024-10-26 12:49,2024-10-26T22:49:34Z,-17.504215892404318,-149.91752117872238,2024-10-26T22:49:34Z,2024-10-26
MooreaFunDive,2024-10-26T22:54:00Z,20241026,12:54:00,62,36,Shedd2,RC,46,20241027,1,cunning2,NA,NA,2024-10-26 12:54,2024-10-26T22:54:53Z,-17.504255706444383,-149.9176956899464,2024-10-26T22:54:53Z,2024-10-26
MooreaFunDive,2024-10-26T23:04:00Z,20241026,13:04:00,61,35,Shedd2,RC,26,20241027,4,cunning2,NA,NA,2024-10-26 13:04,2024-10-26T23:04:57Z,-17.5043152179569,-149.91831695660946,2024-10-26T23:04:57Z,2024-10-26
MooreaFunDive,2024-10-26T23:10:00Z,20241026,13:10:00,63,45,Shedd2,RC,66,20241027,5,cunning2,NA,NA,2024-10-26 13:10,2024-10-26T23:10:53Z,-17.504490818828344,-149.91824529133737,2024-10-26T23:10:53Z,2024-10-26
MooreaFunDive,2024-10-26T23:16:00Z,20241026,13:16:00,65,7,Shedd2,RC,43,20241027,3,cunning2,NA,NA,2024-10-26 13:16,2024-10-26T23:16:53Z,-17.50437288545072,-149.91781848482788,2024-10-26T23:16:53Z,2024-10-26
MooreaFunDive,2024-10-26T23:21:00Z,20241026,13:21:00,69,23,Shedd2,RC,55,20241027,3,cunning2,NA,NA,2024-10-26 13:21,2024-10-26T23:21:38Z,-17.50443005003035,-149.9175960291177,2024-10-26T23:21:38Z,2024-10-26
MooreaFunDive,2024-10-26T23:28:00Z,20241026,13:28:00,67,1,Shedd2,RC,24,20241027,3,cunning2,NA,NA,2024-10-26 13:28,2024-10-26T23:28:52Z,-17.504437090829015,-149.91733744740486,2024-10-26T23:28:52Z,2024-10-26
access6,2024-10-27T18:25:00Z,20241027,08:25:00,92,34,Shedd2,RC,p4,20241027,2,cunning2,NA,NA,2024-10-27 08:25,2024-10-27T18:25:52Z,-17.55772914737463,-149.87686316482723,2024-10-27T18:25:52Z,2024-10-27
access6,2024-10-27T18:32:00Z,20241027,08:32:00,99,45,Shedd2,RC,p3,20241027,2,cunning2,NA,NA,2024-10-27 08:32,2024-10-27T18:32:33Z,-17.557930145412683,-149.8769108578563,2024-10-27T18:32:33Z,2024-10-27
access6,2024-10-27T18:43:00Z,20241027,08:43:00,98,29,Shedd2,RC,57,20241027,2,cunning2,NA,NA,2024-10-27 08:43,2024-10-27T18:43:57Z,-17.55849969573319,-149.8771234229207,2024-10-27T18:43:57Z,2024-10-27
access6,2024-10-27T18:51:00Z,20241027,08:51:00,90,1,Shedd2,RC,p2,20241027,2,cunning2,NA,NA,2024-10-27 08:51,2024-10-27T18:51:44Z,-17.558672446757555,-149.87715795636177,2024-10-27T18:51:44Z,2024-10-27
access6,2024-10-27T19:00:00Z,20241027,09:00:00,96,7,Shedd2,RC,48,20241027,4,cunning2,NA,NA,2024-10-27 09:00,2024-10-27T19:00:35Z,-17.55926102399826,-149.8776654805988,2024-10-27T19:00:35Z,2024-10-27
access6,2024-10-27T19:04:00Z,20241027,09:04:00,93,26,Shedd2,RC,p5,20241027,2,cunning2,NA,NA,2024-10-27 09:04,2024-10-27T19:04:47Z,-17.559421118348837,-149.87776346504688,2024-10-27T19:04:47Z,2024-10-27
access6,2024-10-27T19:23:00Z,20241027,09:23:00,85,36,Shedd2,RC,40,20241027,3,cunning2,NA,NA,2024-10-27 09:23,2024-10-27T19:23:38Z,-17.559196148067713,-149.8766595683992,2024-10-27T19:23:38Z,2024-10-27
access6,2024-10-27T18:27:00Z,20241027,08:27:00,185,16,Shedd4,TC,16,20241027,2,cunning3,NA,NA,2024-10-27 08:27,2024-10-27T18:27:28Z,-17.558297608047724,-149.87683072686195,2024-10-27T18:27:28Z,2024-10-27
access6,2024-10-27T18:35:00Z,20241027,08:35:00,195,20,Shedd4,TC,193,20241027,2,cunning3,NA,NA,2024-10-27 08:35,2024-10-27T18:35:53Z,-17.558443872258067,-149.8767433874309,2024-10-27T18:35:53Z,2024-10-27
access6,2024-10-27T18:42:00Z,20241027,08:42:00,191,6,Shedd4,TC,88,20241027,2,cunning3,NA,NA,2024-10-27 08:42,2024-10-27T18:42:59Z,-17.55920863710344,-149.87658706493676,2024-10-27T18:42:59Z,2024-10-27
access6,2024-10-27T18:49:00Z,20241027,08:49:00,194,46,Shedd4,TC,54,20241027,2,cunning3,NA,NA,2024-10-27 08:49,2024-10-27T18:49:47Z,-17.559237889945507,-149.87669946625826,2024-10-27T18:49:47Z,2024-10-27
access6,2024-10-27T19:06:00Z,20241027,09:06:00,199,55,Shedd4,TC,99,20241027,3,cunning3,NA,NA,2024-10-27 09:06,2024-10-27T19:06:12Z,-17.560600703582168,-149.87682200968266,2024-10-27T19:06:12Z,2024-10-27
access6,2024-10-27T19:22:00Z,20241027,09:22:00,188,13,Shedd4,TC,35,20241027,2,cunning3,NA,NA,2024-10-27 09:22,2024-10-27T19:22:27Z,-17.559671150520444,-149.87701999023554,2024-10-27T19:22:27Z,2024-10-27
access6,2024-10-27T19:37:00Z,20241027,09:37:00,198,25,Shedd4,TC,23,20241027,2,cunning3,NA,NA,2024-10-27 09:37,2024-10-27T19:37:25Z,-17.55839567631483,-149.87664439715445,2024-10-27T19:37:25Z,2024-10-27
access6,2024-10-27T18:23:00Z,20241027,08:23:00,180,24,Shedd1,SM,52,20241027,1,SM,NA,NA,2024-10-27 08:23,2024-10-27T18:23:45Z,-17.557649100199342,-149.8772071581334,2024-10-27T18:23:45Z,2024-10-27
access6,2024-10-27T18:30:00Z,20241027,08:30:00,179,27,Shedd1,SM,153,20241027,1,SM,NA,NA,2024-10-27 08:30,2024-10-27T18:30:42Z,-17.557739540934563,-149.87719458527863,2024-10-27T18:30:42Z,2024-10-27
access6,2024-10-27T18:36:00Z,20241027,08:36:00,177,14,Shedd1,SM,51,20241027,1,SM,NA,NA,2024-10-27 08:36,2024-10-27T18:36:59Z,-17.55786736495793,-149.87716608680785,2024-10-27T18:36:59Z,2024-10-27
access6,2024-10-27T18:53:00Z,20241027,08:53:00,178,54,Shedd1,SM,37,20241027,2,SM,By 195 same thicket not on purpose,NA,2024-10-27 08:53,2024-10-27T18:53:45Z,-17.55845518782735,-149.87680667079985,2024-10-27T18:53:45Z,2024-10-27
access6,2024-10-27T19:04:00Z,20241027,09:04:00,79,56,Shedd1,SM,87,20241027,2,SM,small,NA,2024-10-27 09:04,2024-10-27T19:04:52Z,-17.558936811983585,-149.87650467082858,2024-10-27T19:04:52Z,2024-10-27
access6,2024-10-27T19:11:00Z,20241027,09:11:00,78,28,Shedd1,SM,136,20241027,2,SM,NA,NA,2024-10-27 09:11,2024-10-27T19:11:45Z,-17.559151975438,-149.87658253870904,2024-10-27T19:11:45Z,2024-10-27
access6,2024-10-27T19:23:00Z,20241027,09:23:00,47,32,Shedd1,SM,22,20241027,2,SM,NA,NA,2024-10-27 09:23,2024-10-27T19:23:50Z,-17.55973602645099,-149.87604676745832,2024-10-27T19:23:50Z,2024-10-27
access5,2024-10-28T00:36:00Z,20241027,14:36:00,99,4,Shedd4,TC,26,20241028,3,cunning3,NA,NA,2024-10-27 14:36,2024-10-28T00:36:45Z,-17.5560883898288,-149.88437946885824,2024-10-28T00:36:45Z,2024-10-27
access5,2024-10-28T00:53:00Z,20241027,14:53:00,86,33,Shedd4,TC,20,20241028,1,cunning3,NA,NA,2024-10-27 14:53,2024-10-28T00:53:30Z,-17.55521851591766,-149.88436287268996,2024-10-28T00:53:30Z,2024-10-27
access5,2024-10-28T01:06:00Z,20241027,15:06:00,196,59,Shedd4,TC,40,20241028,1,cunning3,NA,NA,2024-10-27 15:06,2024-10-28T01:06:36Z,-17.5545946508646,-149.88453151658177,2024-10-28T01:06:36Z,2024-10-27
access5,2024-10-28T01:16:00Z,20241027,15:16:00,184,37,Shedd4,TC,24,20241028,3,cunning3,NA,NA,2024-10-27 15:16,2024-10-28T01:16:46Z,-17.554477052763104,-149.88458289764822,2024-10-28T01:16:46Z,2024-10-27
access5,2024-10-28T01:45:00Z,20241027,15:45:00,183,23,Shedd4,TC,46,20241028,2,cunning3,NA,NA,2024-10-27 15:45,2024-10-28T01:45:27Z,-17.555044004693627,-149.88499076105654,2024-10-28T01:45:27Z,2024-10-27
access5,2024-10-28T00:27:00Z,20241027,14:27:00,75,19,Shedd1,SM,61,20241028,2,SM,NA,gps 1 and 2 both used,2024-10-27 14:27,2024-10-28T00:27:57Z,-17.556984080001712,-149.8845688160509,2024-10-28T00:27:57Z,2024-10-27
access5,2024-10-28T00:39:00Z,20241027,14:39:00,76,31,Shedd1,SM,p5,20241028,3,SM,NA,gps 1 and 2 both used,2024-10-27 14:39,2024-10-28T00:39:52Z,-17.555976239964366,-149.88443252630532,2024-10-28T00:39:52Z,2024-10-27
access5,2024-10-28T01:03:00Z,20241027,15:03:00,74,15,Shedd1,SM,42,20241028,3,SM,NA,gps 1 and 2 both used,2024-10-27 15:03,2024-10-28T01:03:39Z,-17.554905619472265,-149.88485237583518,2024-10-28T01:03:39Z,2024-10-27
access5,2024-10-28T01:09:00Z,20241027,15:09:00,91,52,Shedd1,SM,29,20241028,3,SM,NA,gps 1 and 2 both used,2024-10-27 15:09,2024-10-28T01:09:37Z,-17.554818112403154,-149.8849013261497,2024-10-28T01:09:37Z,2024-10-27
access5,2024-10-28T01:22:00Z,20241027,15:22:00,17,42,Shedd1,SM,35,20241028,2,SM,NA,gps 1 and 2 both used,2024-10-27 15:22,2024-10-28T01:22:56Z,-17.554005570709705,-149.88501397892833,2024-10-28T01:22:56Z,2024-10-27
access5,2024-10-28T01:31:00Z,20241027,15:31:00,81,12,Shedd1,SM,171,20241028,2,SM,NA,gps 1 and 2 both used,2024-10-27 15:31,2024-10-28T01:31:44Z,-17.553976736962795,-149.88520986400545,2024-10-28T01:31:44Z,2024-10-27
access5,2024-10-28T01:38:00Z,20241027,15:38:00,12,22,Shedd1,SM,193,20241028,2,SM,NA,gps 1 and 2 both used,2024-10-27 15:38,2024-10-28T01:38:54Z,-17.553813373669982,-149.88522277213633,2024-10-28T01:38:54Z,2024-10-27
access5,2024-10-28T01:44:00Z,20241027,15:44:00,176,44,Shedd1,SM,99,20241028,1,SM,biggest shayle has ever seen,gps 1 and 2 both used,2024-10-27 15:44,2024-10-28T01:44:57Z,-17.553714886307716,-149.8852229397744,2024-10-28T01:44:57Z,2024-10-27
access5,2024-10-28T01:53:00Z,20241027,15:53:00,13,9,Shedd1,SM,93,20241028,2,SM,NA,gps 1 and 2 both used,2024-10-27 15:53,2024-10-28T01:53:49Z,-17.553714970126748,-149.88539359532297,2024-10-28T01:53:49Z,2024-10-27
access5,2024-10-28T02:01:00Z,20241027,16:01:00,97,60,Shedd1,SM,p3,20241028,6,Cunning3,"SM camera died, photo trinity",gps 1 and 2 both used,2024-10-27 16:01,2024-10-28T02:01:47Z,-17.553554624319077,-149.8852422181517,2024-10-28T02:01:47Z,2024-10-27
access5,2024-10-28T02:13:00Z,20241027,16:13:00,171,43,Shedd1,SM,p4,20241028,1,Cunning3,"SM camera died, photo trinity",gps 1 and 2 both used,2024-10-27 16:13,2024-10-28T02:13:39Z,-17.55332311615348,-149.884830750525,2024-10-28T02:13:39Z,2024-10-27
access5,2024-10-28T02:00:00Z,20241027,16:00:00,95,35,Shedd4,TC,66,20241028,1,cunning3,"not written on aquasketch, just pic",NA,2024-10-27 16:00,2024-10-28T02:00:25Z,-17.55426473915577,-149.8852137196809,2024-10-28T02:00:25Z,2024-10-27
access1/inavaiti,2024-10-29T18:19:00Z,20241029,08:19:00,181,59,Shedd4,TC,171,20241030,1,cunning3,NA,NA,2024-10-29 08:19,2024-10-29T18:19:50Z,-17.522340919822454,-149.91444108076394,2024-10-29T18:19:50Z,2024-10-29
access1/inavaiti,2024-10-29T18:27:00Z,20241029,08:27:00,192,39,Shedd4,TC,66,20241030,2,cunning3,NA,NA,2024-10-29 08:27,2024-10-29T18:27:56Z,-17.522348714992404,-149.91444124840197,2024-10-29T18:27:56Z,2024-10-29
access1/inavaiti,2024-10-29T18:32:00Z,20241029,08:32:00,94,48,Shedd4,TC,49,20241030,2,cunning3,NA,NA,2024-10-29 08:32,2024-10-29T18:32:42Z,-17.52233488485217,-149.91456471383572,2024-10-29T18:32:42Z,2024-10-29
access1/inavaiti,2024-10-29T18:40:00Z,20241029,08:40:00,144,13,Shedd4,TC,24,20241030,2,cunning3,NA,NA,2024-10-29 08:40,2024-10-29T18:40:43Z,-17.52241199836135,-149.91465020924807,2024-10-29T18:40:43Z,2024-10-29
access1/inavaiti,2024-10-29T18:49:00Z,20241029,08:49:00,83,57,Shedd4,TC,95,20241030,1,cunning3,NA,NA,2024-10-29 08:49,2024-10-29T18:49:45Z,-17.522539906203747,-149.91480820812285,2024-10-29T18:49:45Z,2024-10-29
access1/inavaiti,2024-10-29T18:58:00Z,20241029,08:58:00,147,41,Shedd4,TC,99,20241030,2,cunning3,NA,NA,2024-10-29 08:58,2024-10-29T18:58:52Z,-17.52263579517603,-149.9150113016367,2024-10-29T18:58:52Z,2024-10-29
access1/inavaiti,2024-10-29T19:08:00Z,20241029,09:08:00,182,50,Shedd4,TC,26,20241030,2,cunning3,NA,NA,2024-10-29 09:08,2024-10-29T19:08:34Z,-17.522865878418088,-149.91526938043535,2024-10-29T19:08:34Z,2024-10-29
access1/inavaiti,2024-10-29T19:18:00Z,20241029,09:18:00,187,51,Shedd4,TC,37,20241030,3,cunning3,NA,NA,2024-10-29 09:18,2024-10-29T19:18:49Z,-17.52303988672793,-149.9159640725702,2024-10-29T19:18:49Z,2024-10-29
access1/inavaiti,2024-10-29T19:27:00Z,20241029,09:27:00,146,23,Shedd4,TC,44,20241030,4,cunning3,NA,NA,2024-10-29 09:27,2024-10-29T19:27:39Z,-17.523223785683513,-149.91634771227837,2024-10-29T19:27:39Z,2024-10-29
access1/inavaiti,2024-10-29T19:43:00Z,20241029,09:43:00,197,58,Shedd4,TC,35,20241030,2,cunning3,NA,NA,2024-10-29 09:43,2024-10-29T19:43:28Z,-17.521363589912653,-149.91597421467304,2024-10-29T19:43:28Z,2024-10-29
access1/inavaiti,2024-10-29T18:05:00Z,20241029,08:05:00,130,19,Shedd1,SM,46,20241030,1,SM,NA,NA,2024-10-29 08:05,2024-10-29T18:05:55Z,-17.521099727600813,-149.91355000063777,2024-10-29T18:05:55Z,2024-10-29
access1/inavaiti,2024-10-29T18:11:00Z,20241029,08:11:00,126,22,Shedd1,SM,16,20241030,1,SM,NA,NA,2024-10-29 08:11,2024-10-29T18:11:40Z,-17.52102185972035,-149.91392400115728,2024-10-29T18:11:40Z,2024-10-29
access1/inavaiti,2024-10-29T18:16:00Z,20241029,08:16:00,115,33,Shedd1,SM,p2,20241030,1,SM,NA,NA,2024-10-29 08:16,2024-10-29T18:16:45Z,-17.521130237728357,-149.91443982347846,2024-10-29T18:16:45Z,2024-10-29
access1/inavaiti,2024-10-29T18:22:00Z,20241029,08:22:00,127,44,Shedd1,SM,48,20241030,1,SM,NA,NA,2024-10-29 08:22,2024-10-29T18:22:57Z,-17.5210537109524,-149.91478758864105,2024-10-29T18:22:57Z,2024-10-29
access1/inavaiti,2024-10-29T18:31:00Z,20241029,08:31:00,117,9,Shedd1,SM,21,20241030,1,SM,NA,NA,2024-10-29 08:31,2024-10-29T18:31:51Z,-17.52131841145456,-149.9154389463365,2024-10-29T18:31:51Z,2024-10-29
access1/inavaiti,2024-10-29T18:40:00Z,20241029,08:40:00,114,1,Shedd1,SM,93,20241030,1,SM,NA,NA,2024-10-29 08:40,2024-10-29T18:40:44Z,-17.52161999233067,-149.91604261100292,2024-10-29T18:40:44Z,2024-10-29
access1/inavaiti,2024-10-29T18:49:00Z,20241029,08:49:00,138,15,Shedd1,SM,20,20241030,2,SM,NA,NA,2024-10-29 08:49,2024-10-29T18:49:37Z,-17.52166349440813,-149.91639289073646,2024-10-29T18:49:37Z,2024-10-29
access1/inavaiti,2024-10-29T18:56:00Z,20241029,08:56:00,129,12,Shedd1,SM,42,20241030,1,SM,NA,NA,2024-10-29 08:56,2024-10-29T18:56:56Z,-17.521740021184087,-149.9167804699391,2024-10-29T18:56:56Z,2024-10-29
access1/inavaiti,2024-10-29T19:10:00Z,20241029,09:10:00,116,37,Shedd1,SM,87,20241030,2,SM,NA,NA,2024-10-29 09:10,2024-10-29T19:10:44Z,-17.521207183599472,-149.91661383770406,2024-10-29T19:10:44Z,2024-10-29
access1/inavaiti,2024-10-29T19:20:00Z,20241029,09:20:00,128,43,Shedd1,SM,85,20241030,3,SM,NA,NA,2024-10-29 09:20,2024-10-29T19:20:44Z,-17.520626233890653,-149.91645659320056,2024-10-29T19:20:44Z,2024-10-29
access1/inavaiti,2024-10-29T19:30:00Z,20241029,09:30:00,125,42,Shedd1,SM,29,20241030,1,SM,NA,NA,2024-10-29 09:30,2024-10-29T19:30:49Z,-17.520509138703346,-149.91619918495417,2024-10-29T19:30:49Z,2024-10-29
access1/inavaiti,2024-10-29T18:09:00Z,20241029,08:09:00,103,16,Shedd2,RC,p1,20241030,1,cunning2,NA,NA,2024-10-29 08:09,2024-10-29T18:09:38Z,-17.52272045239806,-149.91310316137967,2024-10-29T18:09:38Z,2024-10-29
access1/inavaiti,2024-10-29T18:22:00Z,20241029,08:22:00,70,6,Shedd2,RC,45,20241030,2,cunning2,NA,NA,2024-10-29 08:22,2024-10-29T18:22:50Z,-17.523464681580663,-149.91436706855893,2024-10-29T18:22:50Z,2024-10-29
access1/inavaiti,2024-10-29T18:28:00Z,20241029,08:28:00,190,20,Shedd2,RC,30,20241030,2,cunning2,NA,NA,2024-10-29 08:28,2024-10-29T18:28:51Z,-17.523542633280158,-149.91458541713655,2024-10-29T18:28:51Z,2024-10-29
access1/inavaiti,2024-10-29T18:34:00Z,20241029,08:34:00,8,18,Shedd2,RC,40,20241030,1,cunning2,NA,NA,2024-10-29 08:34,2024-10-29T18:34:48Z,-17.523674312978983,-149.91478096693754,2024-10-29T18:34:48Z,2024-10-29
access1/inavaiti,2024-10-29T18:41:00Z,20241029,08:41:00,109,28,Shedd2,RC,88,20241030,1,cunning2,NA,NA,2024-10-29 08:41,2024-10-29T18:41:59Z,-17.52394186332822,-149.91526242345572,2024-10-29T18:41:59Z,2024-10-29
access1/inavaiti,2024-10-29T18:54:00Z,20241029,08:54:00,175,17,Shedd2,RC,61,20241030,2,cunning2,NA,NA,2024-10-29 08:54,2024-10-29T18:54:45Z,-17.523823091760278,-149.91622181609273,2024-10-29T18:54:45Z,2024-10-29
access1/inavaiti,2024-10-29T18:58:00Z,20241029,08:58:00,73,14,Shedd2,RC,55,20241030,2,cunning2,NA,NA,2024-10-29 08:58,2024-10-29T18:58:43Z,-17.52385737374425,-149.9163739476353,2024-10-29T18:58:43Z,2024-10-29
access1/inavaiti,2024-10-29T19:08:00Z,20241029,09:08:00,172,45,Shedd2,RC,p4,20241030,5,cunning2,NA,NA,2024-10-29 09:08,2024-10-29T19:08:56Z,-17.52338438294828,-149.91685305722058,2024-10-29T19:08:56Z,2024-10-29
access1/inavaiti,2024-10-29T19:15:00Z,20241029,09:15:00,110,47,Shedd2,RC,193,20241030,4,cunning2,NA,NA,2024-10-29 09:15,2024-10-29T19:15:43Z,-17.523140218108892,-149.917123708874,2024-10-29T19:15:43Z,2024-10-29
access1/inavaiti,2024-10-29T19:25:00Z,20241029,09:25:00,173,11,Shedd2,RC,153,20241030,2,cunning2,NA,NA,2024-10-29 09:25,2024-10-29T19:25:39Z,-17.522242683917284,-149.91690142080188,2024-10-29T19:25:39Z,2024-10-29
access1/inavaiti,2024-10-29T20:00:00Z,20241029,10:00:00,174,32,Shedd2,RC,22,20241030,2,cunning2,NA,NA,2024-10-29 10:00,2024-10-29T20:00:59Z,-17.519843028858304,-149.9130210187286,2024-10-29T20:00:59Z,2024-10-29
NNFT/SOS,2024-10-30T18:32:00Z,20241030,08:32:00,132,41,Shedd4,TC,p10,20241030,2,Cunning3,NA,NA,2024-10-30 08:32,2024-10-30T18:32:00Z,-17.514745,-149.76763,2024-10-30T18:32:00Z,2024-10-30
NNFT/SOS,2024-10-30T18:39:00Z,20241030,08:39:00,68,39,Shedd4,TC,136,20241030,3,Cunning3,NA,NA,2024-10-30 08:39,2024-10-30T18:39:00Z,-17.514606,-149.76761,2024-10-30T18:39:00Z,2024-10-30
NNFT/SOS,2024-10-30T18:46:00Z,20241030,08:46:00,145,53,Shedd4,TC,73,20241030,4,Cunning3,NA,NA,2024-10-30 08:46,2024-10-30T18:46:00Z,-17.514199,-149.7674,2024-10-30T18:46:00Z,2024-10-30
NNFT/SOS,2024-10-30T18:54:00Z,20241030,08:54:00,153,30,Shedd4,TC,52,20241030,5,Cunning3,NA,NA,2024-10-30 08:54,2024-10-30T18:54:00Z,-17.51409,-149.76721,2024-10-30T18:54:00Z,2024-10-30
NNFT/SOS,2024-10-30T19:02:00Z,20241030,09:02:00,122,37,Shedd4,TC,54,20241030,3,Cunning3,NA,NA,2024-10-30 09:02,2024-10-30T19:02:00Z,-17.513166,-149.7672,2024-10-30T19:02:00Z,2024-10-30
NNFT/SOS,2024-10-30T19:12:00Z,20241030,09:12:00,137,3,Shedd4,TC,51,20241030,3,Cunning3,NA,NA,2024-10-30 09:12,2024-10-30T19:12:00Z,-17.512752,-149.7671,2024-10-30T19:12:00Z,2024-10-30
NNFT/SOS,2024-10-30T18:17:00Z,20241030,08:17:00,165,45,Shedd1,SM,47,20241030,1,SM,NA,NA,2024-10-30 08:17,2024-10-30T18:17:58Z,-17.51488856971264,-149.76991049945354,2024-10-30T18:17:58Z,2024-10-30
NNFT/SOS,2024-10-30T18:36:00Z,20241030,08:36:00,120,24,Shedd1,SM,50,20241030,3,SM,NA,NA,2024-10-30 08:36,2024-10-30T18:36:56Z,-17.515711588785052,-149.76932334713638,2024-10-30T18:36:56Z,2024-10-30
NNFT/SOS,2024-10-30T18:43:00Z,20241030,08:43:00,119,33,Shedd1,SM,23,20241030,1,SM,NA,NA,2024-10-30 08:43,2024-10-30T18:43:50Z,-17.515633553266525,-149.76919351145625,2024-10-30T18:43:50Z,2024-10-30
NNFT/SOS,2024-10-30T18:52:00Z,20241030,08:52:00,162,35,Shedd1,SM,43,20241030,3,SM,NA,NA,2024-10-30 08:52,2024-10-30T18:52:40Z,-17.51588836312294,-149.76879294030368,2024-10-30T18:52:40Z,2024-10-30
NNFT/SOS,2024-10-30T19:02:00Z,20241030,09:02:00,113,27,Shedd1,SM,57,20241030,1,SM,NA,NA,2024-10-30 09:02,2024-10-30T19:02:37Z,-17.515568006783724,-149.76844215765595,2024-10-30T19:02:37Z,2024-10-30
NNFT/SOS,2024-10-30T18:18:00Z,20241030,08:18:00,104,38,Shedd2,RC,p5,20241030,3,Cunning2,NA,NA,2024-10-30 08:18,2024-10-30T18:18:34Z,-17.515320908278227,-149.77035616524518,2024-10-30T18:18:34Z,2024-10-30
NNFT/SOS,2024-10-30T18:24:00Z,20241030,08:24:00,111,15,Shedd2,RC,p3,20241030,3,Cunning2,NA,NA,2024-10-30 08:24,2024-10-30T18:24:47Z,-17.515476560220122,-149.77033973671493,2024-10-30T18:24:47Z,2024-10-30
NNFT/SOS,2024-10-30T18:30:00Z,20241030,08:30:00,102,48,Shedd2,RC,p6,20241030,3,Cunning2,NA,NA,2024-10-30 08:30,2024-10-30T18:30:38Z,-17.515717539936304,-149.77031484246254,2024-10-30T18:30:38Z,2024-10-30
NNFT/SOS,2024-10-30T18:37:00Z,20241030,08:37:00,112,6,Shedd2,RC,p7,20241030,5,Cunning2,NA,NA,2024-10-30 08:37,2024-10-30T18:37:55Z,-17.51607201062143,-149.7702531516552,2024-10-30T18:37:55Z,2024-10-30
NNFT/SOS,2024-10-30T18:44:00Z,20241030,08:44:00,105,5,Shedd2,RC,p9,20241030,3,Cunning2,NA,NA,2024-10-30 08:44,2024-10-30T18:44:45Z,-17.51656268723309,-149.77033831179142,2024-10-30T18:44:45Z,2024-10-30
NNFT/SOS,2024-10-30T18:53:00Z,20241030,08:53:00,107,2,Shedd2,RC,p8,20241030,2,Cunning2,NA,NA,2024-10-30 08:53,2024-10-30T18:53:37Z,-17.516739713028073,-149.77039329707623,2024-10-30T18:53:37Z,2024-10-30
Sofitel,2024-10-31T21:33:00Z,20241031,11:33:00,153,36,Shedd2,RC,23,20241101,5,Cunning2,NA,NA,2024-10-31 11:33,2024-10-31T21:33:49Z,-17.50667522661388,-149.76236142218113,2024-10-31T21:33:49Z,2024-10-31
Sofitel,2024-10-31T23:38:00Z,20241031,13:38:00,140,30,Shedd2,RC,250,20241101,6,Cunning2,NA,NA,2024-10-31 13:38,2024-10-31T23:38:47Z,-17.502645375207067,-149.76310565136373,2024-10-31T23:38:47Z,2024-10-31
Sofitel,2024-10-31T23:45:00Z,20241031,13:45:00,151,53,Shedd2,RC,72,20241101,5,Cunning2,NA,NA,2024-10-31 13:45,2024-10-31T23:45:38Z,-17.502832794561982,-149.76316164247692,2024-10-31T23:45:38Z,2024-10-31
